Month,Province,Campaign,Lead Source,Package,Leads Generated,Conversion Rate,Leads Converted
2025-03-31,KwaZulu-Natal,Referral,Facebook,100/100 Mbps,64,0.05,3
2025-03-31,KwaZulu-Natal,Referral,Facebook,200/200 Mbps,188,0.14,26
2025-03-31,KwaZulu-Natal,Referral,Facebook,500/500 Mbps,256,0.06,15
2025-03-31,KwaZulu-Natal,Referral,Facebook,1000/1000 Mbps,206,0.07,14
2025-03-31,KwaZulu-Natal,Referral,Google,10/10 Mbps,144,0.19,27
2025-03-31,KwaZulu-Natal,Referral,Google,50/50 Mbps,56,0.1,5
2025-03-31,KwaZulu-Natal,Referral,Google,100/100 Mbps,200,0.19,38
2025-03-31,KwaZulu-Natal,Referral,Google,200/200 Mbps,199,0.08,15
2025-03-31,KwaZulu-Natal,Referral,Google,500/500 Mbps,111,0.11,12
2025-03-31,KwaZulu-Natal,Referral,Google,1000/1000 Mbps,75,0.14,10
2025-03-31,KwaZulu-Natal,Referral,Word of Mouth,10/10 Mbps,59,0.09,5
2025-03-31,KwaZulu-Natal,Referral,Word of Mouth,50/50 Mbps,124,0.11,13
2025-03-31,KwaZulu-Natal,Referral,Word of Mouth,100/100 Mbps,205,0.2,41
2025-03-31,KwaZulu-Natal,Referral,Word of Mouth,200/200 Mbps,73,0.08,5
2025-03-31,KwaZulu-Natal,Referral,Word of Mouth,500/500 Mbps,158,0.2,31
2025-03-31,KwaZulu-Natal,Referral,Word of Mouth,1000/1000 Mbps,249,0.18,44
2025-03-31,KwaZulu-Natal,Referral,Local Radio,10/10 Mbps,218,0.17,37
2025-03-31,KwaZulu-Natal,Referral,Local Radio,50/50 Mbps,109,0.14,15
2025-03-31,KwaZulu-Natal,Referral,Local Radio,100/100 Mbps,205,0.12,24
2025-03-31,KwaZulu-Natal,Referral,Local Radio,200/200 Mbps,185,0.13,24
2025-03-31,KwaZulu-Natal,Referral,Local Radio,500/500 Mbps,294,0.17,49
2025-03-31,KwaZulu-Natal,Referral,Local Radio,1000/1000 Mbps,217,0.1,21
2025-03-31,KwaZulu-Natal,Outdoor,Facebook,10/10 Mbps,106,0.14,14
2025-03-31,KwaZulu-Natal,Outdoor,Facebook,50/50 Mbps,115,0.09,10
2025-03-31,KwaZulu-Natal,Outdoor,Facebook,100/100 Mbps,41,0.1,4
2025-03-31,KwaZulu-Natal,Outdoor,Facebook,200/200 Mbps,280,0.08,22
2025-03-31,KwaZulu-Natal,Outdoor,Facebook,500/500 Mbps,31,0.16,4
2025-03-31,KwaZulu-Natal,Outdoor,Facebook,1000/1000 Mbps,161,0.2,32
2025-03-31,KwaZulu-Natal,Outdoor,Google,10/10 Mbps,73,0.06,4
2025-03-31,KwaZulu-Natal,Outdoor,Google,50/50 Mbps,282,0.08,22
2025-03-31,KwaZulu-Natal,Outdoor,Google,100/100 Mbps,232,0.16,37
2025-03-31,KwaZulu-Natal,Outdoor,Google,200/200 Mbps,294,0.13,38
2025-03-31,KwaZulu-Natal,Outdoor,Google,500/500 Mbps,164,0.18,29
2025-03-31,KwaZulu-Natal,Outdoor,Google,1000/1000 Mbps,235,0.2,47
2025-03-31,KwaZulu-Natal,Outdoor,Word of Mouth,10/10 Mbps,283,0.16,45
2025-03-31,KwaZulu-Natal,Outdoor,Word of Mouth,50/50 Mbps,229,0.2,45
2025-03-31,KwaZulu-Natal,Outdoor,Word of Mouth,100/100 Mbps,269,0.19,51
2025-03-31,KwaZulu-Natal,Outdoor,Word of Mouth,200/200 Mbps,153,0.1,15
2025-03-31,KwaZulu-Natal,Outdoor,Word of Mouth,500/500 Mbps,217,0.05,10
2025-03-31,KwaZulu-Natal,Outdoor,Word of Mouth,1000/1000 Mbps,35,0.1,3
2025-03-31,KwaZulu-Natal,Outdoor,Local Radio,10/10 Mbps,32,0.12,3
2025-03-31,KwaZulu-Natal,Outdoor,Local Radio,50/50 Mbps,52,0.18,9
2025-03-31,KwaZulu-Natal,Outdoor,Local Radio,100/100 Mbps,220,0.13,28
2025-03-31,KwaZulu-Natal,Outdoor,Local Radio,200/200 Mbps,186,0.15,27
2025-03-31,KwaZulu-Natal,Outdoor,Local Radio,500/500 Mbps,116,0.12,13
2025-03-31,KwaZulu-Natal,Outdoor,Local Radio,1000/1000 Mbps,49,0.13,6
2025-03-31,KwaZulu-Natal,Events,Facebook,10/10 Mbps,248,0.16,39
2025-03-31,KwaZulu-Natal,Events,Facebook,50/50 Mbps,233,0.13,30
2025-03-31,KwaZulu-Natal,Events,Facebook,100/100 Mbps,113,0.17,19
2025-03-31,KwaZulu-Natal,Events,Facebook,200/200 Mbps,261,0.14,36
2025-03-31,KwaZulu-Natal,Events,Facebook,500/500 Mbps,24,0.12,2
2025-03-31,KwaZulu-Natal,Events,Facebook,1000/1000 Mbps,271,0.19,51
2025-03-31,KwaZulu-Natal,Events,Google,10/10 Mbps,97,0.19,18
2025-03-31,KwaZulu-Natal,Events,Google,50/50 Mbps,267,0.1,26
2025-03-31,KwaZulu-Natal,Events,Google,100/100 Mbps,93,0.18,16
2025-03-31,KwaZulu-Natal,Events,Google,200/200 Mbps,243,0.19,46
2025-03-31,KwaZulu-Natal,Events,Google,500/500 Mbps,135,0.18,24
2025-03-31,KwaZulu-Natal,Events,Google,1000/1000 Mbps,236,0.06,14
2025-03-31,KwaZulu-Natal,Events,Word of Mouth,10/10 Mbps,165,0.1,16
2025-03-31,KwaZulu-Natal,Events,Word of Mouth,50/50 Mbps,289,0.16,46
2025-03-31,KwaZulu-Natal,Events,Word of Mouth,100/100 Mbps,108,0.12,12
2025-03-31,KwaZulu-Natal,Events,Word of Mouth,200/200 Mbps,182,0.07,12
2025-03-31,KwaZulu-Natal,Events,Word of Mouth,500/500 Mbps,186,0.15,27
2025-03-31,KwaZulu-Natal,Events,Word of Mouth,1000/1000 Mbps,250,0.19,47
2025-03-31,KwaZulu-Natal,Events,Local Radio,10/10 Mbps,278,0.15,41
2025-03-31,KwaZulu-Natal,Events,Local Radio,50/50 Mbps,234,0.12,28
2025-03-31,KwaZulu-Natal,Events,Local Radio,100/100 Mbps,279,0.11,30
2025-03-31,KwaZulu-Natal,Events,Local Radio,200/200 Mbps,148,0.11,16
2025-03-31,KwaZulu-Natal,Events,Local Radio,500/500 Mbps,94,0.12,11
2025-03-31,KwaZulu-Natal,Events,Local Radio,1000/1000 Mbps,139,0.17,23
2025-03-31,Eastern Cape,Digital Ads,Facebook,10/10 Mbps,192,0.14,26
2025-03-31,Eastern Cape,Digital Ads,Facebook,50/50 Mbps,179,0.06,10
2025-03-31,Eastern Cape,Digital Ads,Facebook,100/100 Mbps,239,0.14,33
2025-03-31,Eastern Cape,Digital Ads,Facebook,200/200 Mbps,185,0.1,18
2025-03-31,Eastern Cape,Digital Ads,Facebook,500/500 Mbps,257,0.1,25
2025-03-31,Eastern Cape,Digital Ads,Facebook,1000/1000 Mbps,247,0.06,14
2025-03-31,Eastern Cape,Digital Ads,Google,10/10 Mbps,34,0.09,3
2025-03-31,Eastern Cape,Digital Ads,Google,50/50 Mbps,298,0.12,35
2025-03-31,Eastern Cape,Digital Ads,Google,100/100 Mbps,174,0.18,31
2025-03-31,Eastern Cape,Digital Ads,Google,200/200 Mbps,52,0.14,7
2025-03-31,Eastern Cape,Digital Ads,Google,500/500 Mbps,225,0.11,24
2025-03-31,Eastern Cape,Digital Ads,Google,1000/1000 Mbps,82,0.07,5
2025-03-31,Eastern Cape,Digital Ads,Word of Mouth,10/10 Mbps,113,0.07,7
2025-03-31,Eastern Cape,Digital Ads,Word of Mouth,50/50 Mbps,36,0.08,2
2025-03-31,Eastern Cape,Digital Ads,Word of Mouth,100/100 Mbps,222,0.1,22
2025-03-31,Eastern Cape,Digital Ads,Word of Mouth,200/200 Mbps,267,0.18,48
2025-03-31,Eastern Cape,Digital Ads,Word of Mouth,500/500 Mbps,92,0.12,11
2025-03-31,Eastern Cape,Digital Ads,Word of Mouth,1000/1000 Mbps,202,0.15,30
2025-03-31,Eastern Cape,Digital Ads,Local Radio,10/10 Mbps,221,0.09,19
2025-03-31,Eastern Cape,Digital Ads,Local Radio,50/50 Mbps,78,0.07,5
2025-03-31,Eastern Cape,Digital Ads,Local Radio,100/100 Mbps,155,0.06,9
2025-03-31,Eastern Cape,Digital Ads,Local Radio,200/200 Mbps,269,0.09,24
2025-03-31,Eastern Cape,Digital Ads,Local Radio,500/500 Mbps,63,0.15,9
2025-03-31,Eastern Cape,Digital Ads,Local Radio,1000/1000 Mbps,53,0.08,4
2025-03-31,Eastern Cape,Referral,Facebook,10/10 Mbps,177,0.11,19
2025-03-31,Eastern Cape,Referral,Facebook,50/50 Mbps,222,0.16,35
2025-03-31,Eastern Cape,Referral,Facebook,100/100 Mbps,130,0.12,15
2025-03-31,Eastern Cape,Referral,Facebook,200/200 Mbps,109,0.08,8
2025-03-31,Eastern Cape,Referral,Facebook,500/500 Mbps,129,0.09,11
2025-03-31,Eastern Cape,Referral,Facebook,1000/1000 Mbps,219,0.19,41
2025-03-31,Eastern Cape,Referral,Google,10/10 Mbps,48,0.1,4
2025-03-31,Eastern Cape,Referral,Google,50/50 Mbps,225,0.07,15
2025-03-31,Eastern Cape,Referral,Google,100/100 Mbps,52,0.17,8
2025-03-31,Eastern Cape,Referral,Google,200/200 Mbps,84,0.11,9
2025-03-31,Eastern Cape,Referral,Google,500/500 Mbps,76,0.18,13
2025-03-31,Eastern Cape,Referral,Google,1000/1000 Mbps,50,0.08,4
2025-03-31,Eastern Cape,Referral,Word of Mouth,10/10 Mbps,273,0.1,27
2025-03-31,Eastern Cape,Referral,Word of Mouth,50/50 Mbps,121,0.18,21
2025-03-31,Eastern Cape,Referral,Word of Mouth,100/100 Mbps,135,0.09,12
2025-03-31,Eastern Cape,Referral,Word of Mouth,200/200 Mbps,169,0.18,30
2025-03-31,Eastern Cape,Referral,Word of Mouth,500/500 Mbps,99,0.06,5
2025-03-31,Eastern Cape,Referral,Word of Mouth,1000/1000 Mbps,74,0.18,13
2025-03-31,Eastern Cape,Referral,Local Radio,10/10 Mbps,291,0.16,46
2025-03-31,Eastern Cape,Referral,Local Radio,50/50 Mbps,174,0.14,24
2025-03-31,Eastern Cape,Referral,Local Radio,100/100 Mbps,161,0.14,22
2025-03-31,Eastern Cape,Referral,Local Radio,200/200 Mbps,126,0.15,18
2025-03-31,Eastern Cape,Referral,Local Radio,500/500 Mbps,188,0.17,31
2025-03-31,Eastern Cape,Referral,Local Radio,1000/1000 Mbps,61,0.07,4
2025-03-31,Eastern Cape,Outdoor,Facebook,10/10 Mbps,155,0.1,15
2025-03-31,Eastern Cape,Outdoor,Facebook,50/50 Mbps,189,0.16,30
2025-03-31,Eastern Cape,Outdoor,Facebook,100/100 Mbps,54,0.16,8
2025-03-31,Eastern Cape,Outdoor,Facebook,200/200 Mbps,163,0.17,27
2025-03-31,Eastern Cape,Outdoor,Facebook,500/500 Mbps,191,0.14,26
2025-03-31,Eastern Cape,Outdoor,Facebook,1000/1000 Mbps,268,0.05,13
2025-03-31,Eastern Cape,Outdoor,Google,10/10 Mbps,32,0.16,5
2025-03-31,Eastern Cape,Outdoor,Google,50/50 Mbps,195,0.06,11
2025-03-31,Eastern Cape,Outdoor,Google,100/100 Mbps,286,0.16,45
2025-03-31,Eastern Cape,Outdoor,Google,200/200 Mbps,204,0.11,22
2025-03-31,Eastern Cape,Outdoor,Google,500/500 Mbps,138,0.19,26
2025-03-31,Eastern Cape,Outdoor,Google,1000/1000 Mbps,35,0.15,5
2025-03-31,Eastern Cape,Outdoor,Word of Mouth,10/10 Mbps,264,0.1,26
2025-03-31,Eastern Cape,Outdoor,Word of Mouth,50/50 Mbps,260,0.06,15
2025-03-31,Eastern Cape,Outdoor,Word of Mouth,100/100 Mbps,117,0.17,19
2025-03-31,Eastern Cape,Outdoor,Word of Mouth,200/200 Mbps,135,0.08,10
2025-03-31,Eastern Cape,Outdoor,Word of Mouth,500/500 Mbps,163,0.11,17
2025-03-31,Eastern Cape,Outdoor,Word of Mouth,1000/1000 Mbps,92,0.12,11
2025-03-31,Eastern Cape,Outdoor,Local Radio,10/10 Mbps,101,0.07,7
2025-03-31,Eastern Cape,Outdoor,Local Radio,50/50 Mbps,21,0.16,3
2025-03-31,Eastern Cape,Outdoor,Local Radio,100/100 Mbps,97,0.06,5
2025-03-31,Eastern Cape,Outdoor,Local Radio,200/200 Mbps,267,0.12,32
2025-03-31,Eastern Cape,Outdoor,Local Radio,500/500 Mbps,288,0.06,17
2025-03-31,Eastern Cape,Outdoor,Local Radio,1000/1000 Mbps,275,0.18,49
2025-03-31,Eastern Cape,Events,Facebook,10/10 Mbps,172,0.07,12
2025-03-31,Eastern Cape,Events,Facebook,50/50 Mbps,170,0.14,23
2025-03-31,Eastern Cape,Events,Facebook,100/100 Mbps,58,0.14,8
2025-03-31,Eastern Cape,Events,Facebook,200/200 Mbps,152,0.1,15
2025-03-31,Eastern Cape,Events,Facebook,500/500 Mbps,24,0.06,1
2025-03-31,Eastern Cape,Events,Facebook,1000/1000 Mbps,104,0.13,13
2025-03-31,Eastern Cape,Events,Google,10/10 Mbps,194,0.18,34
2025-03-31,Eastern Cape,Events,Google,50/50 Mbps,70,0.12,8
2025-03-31,Eastern Cape,Events,Google,100/100 Mbps,45,0.07,3
2025-03-31,Eastern Cape,Events,Google,200/200 Mbps,141,0.09,12
2025-03-31,Eastern Cape,Events,Google,500/500 Mbps,276,0.2,55
2025-03-31,Eastern Cape,Events,Google,1000/1000 Mbps,289,0.07,20
2025-03-31,Eastern Cape,Events,Word of Mouth,10/10 Mbps,169,0.07,11
2025-03-31,Eastern Cape,Events,Word of Mouth,50/50 Mbps,61,0.08,4
2025-03-31,Eastern Cape,Events,Word of Mouth,100/100 Mbps,257,0.08,20
2025-03-31,Eastern Cape,Events,Word of Mouth,200/200 Mbps,286,0.1,28
2025-03-31,Eastern Cape,Events,Word of Mouth,500/500 Mbps,78,0.14,10
2025-03-31,Eastern Cape,Events,Word of Mouth,1000/1000 Mbps,89,0.19,16
2025-03-31,Eastern Cape,Events,Local Radio,10/10 Mbps,90,0.12,10
2025-03-31,Eastern Cape,Events,Local Radio,50/50 Mbps,70,0.14,9
2025-03-31,Eastern Cape,Events,Local Radio,100/100 Mbps,32,0.2,6
2025-03-31,Eastern Cape,Events,Local Radio,200/200 Mbps,43,0.11,4
2025-03-31,Eastern Cape,Events,Local Radio,500/500 Mbps,44,0.07,3
2025-03-31,Eastern Cape,Events,Local Radio,1000/1000 Mbps,161,0.08,12
2025-04-30,Gauteng,Digital Ads,Facebook,10/10 Mbps,67,0.05,3
2025-04-30,Gauteng,Digital Ads,Facebook,50/50 Mbps,153,0.09,13
2025-04-30,Gauteng,Digital Ads,Facebook,100/100 Mbps,76,0.12,9
2025-04-30,Gauteng,Digital Ads,Facebook,200/200 Mbps,209,0.09,18
2025-04-30,Gauteng,Digital Ads,Facebook,500/500 Mbps,21,0.16,3
2025-04-30,Gauteng,Digital Ads,Facebook,1000/1000 Mbps,200,0.15,30
2025-04-30,Gauteng,Digital Ads,Google,10/10 Mbps,253,0.13,32
2025-04-30,Gauteng,Digital Ads,Google,50/50 Mbps,76,0.06,4
2025-04-30,Gauteng,Digital Ads,Google,100/100 Mbps,77,0.16,12
2025-04-30,Gauteng,Digital Ads,Google,200/200 Mbps,290,0.1,29
2025-04-30,Gauteng,Digital Ads,Google,500/500 Mbps,209,0.13,27
2025-04-30,Gauteng,Digital Ads,Google,1000/1000 Mbps,68,0.14,9
2025-04-30,Gauteng,Digital Ads,Word of Mouth,10/10 Mbps,113,0.06,6
2025-04-30,Gauteng,Digital Ads,Word of Mouth,50/50 Mbps,99,0.19,18
2025-04-30,Gauteng,Digital Ads,Word of Mouth,100/100 Mbps,257,0.1,25
2025-04-30,Gauteng,Digital Ads,Word of Mouth,200/200 Mbps,41,0.06,2
2025-04-30,Gauteng,Digital Ads,Word of Mouth,500/500 Mbps,288,0.08,23
2025-04-30,Gauteng,Digital Ads,Word of Mouth,1000/1000 Mbps,264,0.17,44
2025-04-30,Gauteng,Digital Ads,Local Radio,10/10 Mbps,155,0.11,17
2025-04-30,Gauteng,Digital Ads,Local Radio,50/50 Mbps,70,0.19,13
2025-04-30,Gauteng,Digital Ads,Local Radio,100/100 Mbps,257,0.16,41
2025-04-30,Gauteng,Digital Ads,Local Radio,200/200 Mbps,171,0.14,23
2025-04-30,Gauteng,Digital Ads,Local Radio,500/500 Mbps,297,0.16,47
2025-04-30,Gauteng,Digital Ads,Local Radio,1000/1000 Mbps,54,0.05,2
2025-04-30,Gauteng,Referral,Facebook,10/10 Mbps,143,0.08,11
2025-04-30,Gauteng,Referral,Facebook,50/50 Mbps,135,0.15,20
2025-04-30,Gauteng,Referral,Facebook,100/100 Mbps,273,0.2,54
2025-04-30,Gauteng,Referral,Facebook,200/200 Mbps,136,0.07,9
2025-04-30,Gauteng,Referral,Facebook,500/500 Mbps,253,0.17,43
2025-04-30,Gauteng,Referral,Facebook,1000/1000 Mbps,139,0.18,25
2025-04-30,Gauteng,Referral,Google,10/10 Mbps,193,0.09,17
2025-04-30,Gauteng,Referral,Google,50/50 Mbps,156,0.08,12
2025-04-30,Gauteng,Referral,Google,100/100 Mbps,200,0.13,26
2025-04-30,Gauteng,Referral,Google,200/200 Mbps,245,0.08,19
2025-04-30,Gauteng,Referral,Google,500/500 Mbps,120,0.06,7
2025-04-30,Gauteng,Referral,Google,1000/1000 Mbps,136,0.08,10
2025-04-30,Gauteng,Referral,Word of Mouth,10/10 Mbps,219,0.17,37
2025-04-30,Gauteng,Referral,Word of Mouth,50/50 Mbps,288,0.14,40
2025-04-30,Gauteng,Referral,Word of Mouth,100/100 Mbps,240,0.14,33
2025-04-30,Gauteng,Referral,Word of Mouth,200/200 Mbps,231,0.06,13
2025-04-30,Gauteng,Referral,Word of Mouth,500/500 Mbps,299,0.12,35
2025-04-30,Gauteng,Referral,Word of Mouth,1000/1000 Mbps,24,0.08,1
2025-04-30,Gauteng,Referral,Local Radio,10/10 Mbps,32,0.08,2
2025-04-30,Gauteng,Referral,Local Radio,50/50 Mbps,27,0.1,2
2025-04-30,Gauteng,Referral,Local Radio,100/100 Mbps,233,0.06,13
2025-04-30,Gauteng,Referral,Local Radio,200/200 Mbps,247,0.18,44
2025-04-30,Gauteng,Referral,Local Radio,500/500 Mbps,138,0.16,22
2025-04-30,Gauteng,Referral,Local Radio,1000/1000 Mbps,233,0.12,27
2025-04-30,Gauteng,Outdoor,Facebook,10/10 Mbps,162,0.18,29
2025-04-30,Gauteng,Outdoor,Facebook,50/50 Mbps,225,0.06,13
2025-04-30,Gauteng,Outdoor,Facebook,100/100 Mbps,117,0.11,12
2025-04-30,Gauteng,Outdoor,Facebook,200/200 Mbps,74,0.16,11
2025-04-30,Gauteng,Outdoor,Facebook,500/500 Mbps,224,0.2,44
2025-04-30,Gauteng,Outdoor,Facebook,1000/1000 Mbps,62,0.16,9
2025-04-30,Gauteng,Outdoor,Google,10/10 Mbps,210,0.18,37
2025-04-30,Gauteng,Outdoor,Google,50/50 Mbps,184,0.09,16
2025-04-30,Gauteng,Outdoor,Google,100/100 Mbps,150,0.08,12
2025-04-30,Gauteng,Outdoor,Google,200/200 Mbps,284,0.1,28
2025-04-30,Gauteng,Outdoor,Google,500/500 Mbps,94,0.09,8
2025-04-30,Gauteng,Outdoor,Google,1000/1000 Mbps,205,0.08,16
2025-04-30,Gauteng,Outdoor,Word of Mouth,10/10 Mbps,227,0.06,13
2025-04-30,Gauteng,Outdoor,Word of Mouth,50/50 Mbps,247,0.07,17
2025-04-30,Gauteng,Outdoor,Word of Mouth,100/100 Mbps,173,0.14,24
2025-04-30,Gauteng,Outdoor,Word of Mouth,200/200 Mbps,291,0.17,49
2025-04-30,Gauteng,Outdoor,Word of Mouth,500/500 Mbps,213,0.13,27
2025-04-30,Gauteng,Outdoor,Word of Mouth,1000/1000 Mbps,175,0.11,19
2025-04-30,Gauteng,Outdoor,Local Radio,10/10 Mbps,83,0.13,10
2025-04-30,Gauteng,Outdoor,Local Radio,50/50 Mbps,268,0.09,24
2025-04-30,Gauteng,Outdoor,Local Radio,100/100 Mbps,45,0.12,5
2025-04-30,Gauteng,Outdoor,Local Radio,200/200 Mbps,241,0.2,48
2025-04-30,Gauteng,Outdoor,Local Radio,500/500 Mbps,94,0.16,15
2025-04-30,Gauteng,Outdoor,Local Radio,1000/1000 Mbps,258,0.14,36
2025-04-30,Gauteng,Events,Facebook,10/10 Mbps,194,0.11,21
2025-04-30,Gauteng,Events,Facebook,50/50 Mbps,225,0.15,33
2025-04-30,Gauteng,Events,Facebook,100/100 Mbps,127,0.1,12
2025-04-30,Gauteng,Events,Facebook,200/200 Mbps,74,0.18,13
2025-04-30,Gauteng,Events,Facebook,500/500 Mbps,262,0.2,52
2025-04-30,Gauteng,Events,Facebook,1000/1000 Mbps,110,0.19,20
2025-04-30,Gauteng,Events,Google,10/10 Mbps,22,0.14,3
2025-04-30,Gauteng,Events,Google,50/50 Mbps,57,0.14,7
2025-04-30,Gauteng,Events,Google,100/100 Mbps,44,0.13,5
2025-04-30,Gauteng,Events,Google,200/200 Mbps,288,0.09,25
2025-04-30,Gauteng,Events,Google,500/500 Mbps,159,0.11,17
2025-04-30,Gauteng,Events,Google,1000/1000 Mbps,59,0.13,7
2025-04-30,Gauteng,Events,Word of Mouth,10/10 Mbps,41,0.08,3
2025-04-30,Gauteng,Events,Word of Mouth,50/50 Mbps,91,0.09,8
2025-04-30,Gauteng,Events,Word of Mouth,100/100 Mbps,97,0.19,18
2025-04-30,Gauteng,Events,Word of Mouth,200/200 Mbps,216,0.1,21
2025-04-30,Gauteng,Events,Word of Mouth,500/500 Mbps,92,0.06,5
2025-04-30,Gauteng,Events,Word of Mouth,1000/1000 Mbps,208,0.18,37
2025-04-30,Gauteng,Events,Local Radio,10/10 Mbps,294,0.18,52
2025-04-30,Gauteng,Events,Local Radio,50/50 Mbps,98,0.08,7
2025-04-30,Gauteng,Events,Local Radio,100/100 Mbps,159,0.05,7
2025-04-30,Gauteng,Events,Local Radio,200/200 Mbps,25,0.19,4
2025-04-30,Gauteng,Events,Local Radio,500/500 Mbps,162,0.06,9
2025-04-30,Gauteng,Events,Local Radio,1000/1000 Mbps,290,0.12,34
2025-04-30,Western Cape,Digital Ads,Facebook,10/10 Mbps,203,0.13,26
2025-04-30,Western Cape,Digital Ads,Facebook,50/50 Mbps,103,0.15,15
2025-04-30,Western Cape,Digital Ads,Facebook,100/100 Mbps,141,0.07,9
2025-04-30,Western Cape,Digital Ads,Facebook,200/200 Mbps,184,0.11,20
2025-04-30,Western Cape,Digital Ads,Facebook,500/500 Mbps,193,0.11,21
2025-04-30,Western Cape,Digital Ads,Facebook,1000/1000 Mbps,257,0.17,43
2025-04-30,Western Cape,Digital Ads,Google,10/10 Mbps,121,0.1,12
2025-04-30,Western Cape,Digital Ads,Google,50/50 Mbps,293,0.17,49
2025-04-30,Western Cape,Digital Ads,Google,100/100 Mbps,255,0.13,33
2025-04-30,Western Cape,Digital Ads,Google,200/200 Mbps,48,0.08,3
2025-04-30,Western Cape,Digital Ads,Google,500/500 Mbps,242,0.2,48
2025-04-30,Western Cape,Digital Ads,Google,1000/1000 Mbps,237,0.08,18
2025-04-30,Western Cape,Digital Ads,Word of Mouth,10/10 Mbps,245,0.14,34
2025-04-30,Western Cape,Digital Ads,Word of Mouth,50/50 Mbps,214,0.06,12
2025-04-30,Western Cape,Digital Ads,Word of Mouth,100/100 Mbps,199,0.18,35
2025-04-30,Western Cape,Digital Ads,Word of Mouth,200/200 Mbps,20,0.18,3
2025-04-30,Western Cape,Digital Ads,Word of Mouth,500/500 Mbps,113,0.13,14
2025-04-30,Western Cape,Digital Ads,Word of Mouth,1000/1000 Mbps,215,0.1,21
2025-04-30,Western Cape,Digital Ads,Local Radio,10/10 Mbps,55,0.11,6
2025-04-30,Western Cape,Digital Ads,Local Radio,50/50 Mbps,71,0.11,7
2025-04-30,Western Cape,Digital Ads,Local Radio,100/100 Mbps,150,0.15,22
2025-04-30,Western Cape,Digital Ads,Local Radio,200/200 Mbps,231,0.12,27
2025-04-30,Western Cape,Digital Ads,Local Radio,500/500 Mbps,157,0.12,18
2025-04-30,Western Cape,Digital Ads,Local Radio,1000/1000 Mbps,243,0.12,29
2025-04-30,Western Cape,Referral,Facebook,10/10 Mbps,123,0.11,13
2025-04-30,Western Cape,Referral,Facebook,50/50 Mbps,41,0.18,7
2025-04-30,Western Cape,Referral,Facebook,100/100 Mbps,25,0.11,2
2025-04-30,Western Cape,Referral,Facebook,200/200 Mbps,221,0.15,33
2025-04-30,Western Cape,Referral,Facebook,500/500 Mbps,212,0.16,33
2025-04-30,Western Cape,Referral,Facebook,1000/1000 Mbps,43,0.19,8
2025-04-30,Western Cape,Referral,Google,10/10 Mbps,175,0.15,26
2025-04-30,Western Cape,Referral,Google,50/50 Mbps,209,0.1,20
2025-04-30,Western Cape,Referral,Google,100/100 Mbps,182,0.16,29
2025-04-30,Western Cape,Referral,Google,200/200 Mbps,222,0.15,33
2025-04-30,Western Cape,Referral,Google,500/500 Mbps,146,0.2,29
2025-04-30,Western Cape,Referral,Google,1000/1000 Mbps,272,0.12,32
2025-04-30,Western Cape,Referral,Word of Mouth,10/10 Mbps,223,0.06,13
2025-04-30,Western Cape,Referral,Word of Mouth,50/50 Mbps,263,0.1,26
2025-04-30,Western Cape,Referral,Word of Mouth,100/100 Mbps,62,0.16,9
2025-04-30,Western Cape,Referral,Word of Mouth,200/200 Mbps,84,0.11,9
2025-04-30,Western Cape,Referral,Word of Mouth,500/500 Mbps,186,0.06,11
2025-04-30,Western Cape,Referral,Word of Mouth,1000/1000 Mbps,41,0.12,4
2025-04-30,Western Cape,Referral,Local Radio,10/10 Mbps,218,0.17,37
2025-04-30,Western Cape,Referral,Local Radio,50/50 Mbps,25,0.19,4
2025-04-30,Western Cape,Referral,Local Radio,100/100 Mbps,191,0.17,32
2025-04-30,Western Cape,Referral,Local Radio,200/200 Mbps,143,0.17,24
2025-04-30,Western Cape,Referral,Local Radio,500/500 Mbps,275,0.18,49
2025-04-30,Western Cape,Referral,Local Radio,1000/1000 Mbps,42,0.15,6
2025-04-30,Western Cape,Outdoor,Facebook,10/10 Mbps,38,0.11,4
2025-04-30,Western Cape,Outdoor,Facebook,50/50 Mbps,151,0.16,24
2025-04-30,Western Cape,Outdoor,Facebook,100/100 Mbps,92,0.12,11
2025-04-30,Western Cape,Outdoor,Facebook,200/200 Mbps,253,0.07,17
2025-04-30,Western Cape,Outdoor,Facebook,500/500 Mbps,65,0.16,10
2025-04-30,Western Cape,Outdoor,Facebook,1000/1000 Mbps,216,0.12,25
2025-04-30,Western Cape,Outdoor,Google,10/10 Mbps,273,0.06,16
2025-04-30,Western Cape,Outdoor,Google,50/50 Mbps,255,0.13,33
2025-04-30,Western Cape,Outdoor,Google,100/100 Mbps,125,0.07,8
2025-04-30,Western Cape,Outdoor,Google,200/200 Mbps,81,0.1,8
2025-04-30,Western Cape,Outdoor,Google,500/500 Mbps,194,0.16,31
2025-04-30,Western Cape,Outdoor,Google,1000/1000 Mbps,86,0.09,7
2025-04-30,Western Cape,Outdoor,Word of Mouth,10/10 Mbps,35,0.15,5
2025-04-30,Western Cape,Outdoor,Word of Mouth,50/50 Mbps,56,0.13,7
2025-04-30,Western Cape,Outdoor,Word of Mouth,100/100 Mbps,234,0.15,35
2025-04-30,Western Cape,Outdoor,Word of Mouth,200/200 Mbps,263,0.07,18
2025-04-30,Western Cape,Outdoor,Word of Mouth,500/500 Mbps,210,0.13,27
2025-04-30,Western Cape,Outdoor,Word of Mouth,1000/1000 Mbps,290,0.2,58
